LINE_NUMBER,ZONE_NUMBER,TIME_RANGE,DIRECTION,TOTAL_OPERATING_COST,FARE_COLLECTED,FAREBOX_RECOVERY,SIGN_ON_DATE,COUNTY,TYPE
1,1,5 - Evening,Inbound,132.08,173.18,131.00,1/28/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,148.59,144.58,97.00,1/9/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,148.59,145.27,98.00,3/22/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,148.59,151.51,102.00,11/16/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,148.59,155.42,105.00,10/16/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,148.59,246.34,166.00,10/15/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,150.95,104.39,69.00,8/20/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,165.10,100.77,61.00,3/20/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,165.10,135.52,82.00,1/3/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,165.10,167.53,101.00,1/18/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,165.10,169.22,102.00,9/12/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,165.10,171.25,104.00,1/8/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,169.82,185.23,109.00,8/16/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,181.61,119.05,66.00,1/26/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,181.61,259.03,143.00,3/19/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,188.69,146.50,78.00,8/15/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,188.69,165.05,87.00,8/17/2012 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,198.12,165.93,84.00,3/21/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,198.12,250.67,127.00,2/2/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,231.14,168.93,73.00,1/19/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,76.25,30.00,1/3/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,78.53,31.00,1/23/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,79.82,31.00,8/16/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,82.30,32.00,1/31/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,103.50,41.00,1/22/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,104.01,41.00,2/1/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,110.94,44.00,3/19/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,119.70,47.00,11/16/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,275.96,111.34,40.00,8/17/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,275.96,115.84,42.00,8/20/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,275.96,126.42,46.00,8/15/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,275.96,140.44,51.00,2/2/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,275.96,186.00,67.00,10/15/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,275.96,204.61,74.00,10/16/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,297.19,94.34,32.00,1/18/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,297.19,140.70,47.00,1/8/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,297.19,175.28,59.00,9/12/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,297.19,204.28,69.00,3/21/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,339.64,148.82,44.00,1/19/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,191.05,31.31,16.00,1/25/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,191.05,86.05,45.00,1/20/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,191.05,147.55,77.00,1/29/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,212.27,45.81,22.00,1/24/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,212.27,86.80,41.00,1/26/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,212.27,108.46,51.00,1/27/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,212.27,111.56,53.00,1/30/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,212.27,112.55,53.00,1/28/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,233.50,67.43,29.00,3/22/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,233.50,71.82,31.00,3/20/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,233.50,119.35,51.00,1/9/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,233.50,130.06,56.00,11/8/2012 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,233.50,177.55,76.00,1/10/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,240.58,25.62,11.00,1/20/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,240.58,38.41,16.00,1/27/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,327.85,124.80,38.00,1/26/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,518.90,112.25,22.00,2/2/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,518.90,149.40,29.00,1/19/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,627.40,337.99,54.00,1/10/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,698.16,304.37,44.00,1/24/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,759.48,339.28,45.00,10/15/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,768.92,327.36,43.00,3/20/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,818.45,303.03,37.00,1/28/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,818.45,304.95,37.00,3/21/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,818.45,309.95,38.00,8/15/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,818.45,424.04,52.00,1/8/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,820.81,310.93,38.00,9/12/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,820.81,318.70,39.00,1/25/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,820.81,352.52,43.00,3/22/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,825.52,543.56,66.00,11/8/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,827.88,276.10,33.00,3/19/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,827.88,324.06,39.00,1/23/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,830.24,328.26,40.00,10/16/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,830.24,331.99,40.00,1/18/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,832.60,361.82,43.00,2/1/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,832.60,499.80,60.00,11/16/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,353.39,40.00,1/22/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,360.60,40.00,1/3/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,361.13,41.00,1/31/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,389.48,44.00,1/29/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,400.99,45.00,1/9/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,410.66,46.00,1/30/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,950.53,298.48,31.00,8/20/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,950.53,309.70,33.00,8/17/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,950.53,391.06,41.00,8/16/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,278.32,28.06,10.00,1/20/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,278.32,33.60,12.00,1/27/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,353.79,129.98,37.00,1/10/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,382.10,62.65,16.00,2/2/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,382.10,75.15,20.00,1/19/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,551.92,251.64,46.00,8/15/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,559.00,114.77,21.00,10/15/2012 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,573.15,164.54,29.00,1/9/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,573.15,180.06,31.00,1/24/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,573.15,209.67,37.00,10/16/2012 0:00:00,Essex,Local
111,1,2 - AM Peak,Outbound,0.00,0.00,0.00,4/8/2013 0:00:00,New York,Interstate
111,1,3 - Mid Day,Inbound,471.27,389.61,83.00,4/8/2013 0:00:00,New York,Interstate
111,1,3 - Mid Day,Outbound,0.00,0.00,0.00,4/8/2013 0:00:00,New York,Interstate
111,1,4 - PM Peak,Inbound,541.77,612.72,113.00,4/8/2013 0:00:00,New York,Interstate
111,1,4 - PM Peak,Outbound,0.00,0.00,0.00,4/8/2013 0:00:00,New York,Interstate
111,1,5 - Evening,Inbound,96.48,338.33,351.00,4/8/2013 0:00:00,New York,Interstate
111,2,2 - AM Peak,Outbound,118.74,564.24,475.00,4/8/2013 0:00:00,Hudson,Interstate
111,2,3 - Mid Day,Inbound,890.59,280.35,31.00,4/8/2013 0:00:00,Hudson,Interstate
111,2,3 - Mid Day,Outbound,237.49,808.60,340.00,4/8/2013 0:00:00,Hudson,Interstate
111,2,4 - PM Peak,Inbound,697.62,436.80,63.00,4/8/2013 0:00:00,Hudson,Interstate
111,2,4 - PM Peak,Outbound,29.68,33.65,113.00,4/8/2013 0:00:00,Hudson,Interstate
111,2,5 - Evening,Inbound,200.38,245.74,123.00,4/8/2013 0:00:00,Hudson,Interstate
111,5,2 - AM Peak,Outbound,764.42,1026.28,134.00,4/8/2013 0:00:00,Union,Interstate
111,5,3 - Mid Day,Inbound,103.90,195.27,188.00,4/8/2013 0:00:00,Union,Interstate
111,5,3 - Mid Day,Outbound,953.67,834.70,88.00,4/8/2013 0:00:00,Union,Interstate
111,5,4 - PM Peak,Inbound,129.87,335.15,258.00,4/8/2013 0:00:00,Union,Interstate
111,5,4 - PM Peak,Outbound,122.45,36.68,30.00,4/8/2013 0:00:00,Union,Interstate
111,5,5 - Evening,Inbound,51.95,187.74,361.00,4/8/2013 0:00:00,Union,Interstate
111,1,2 - AM Peak,Outbound,0.00,0.00,0.00,4/9/2013 0:00:00,New York,Interstate
111,1,3 - Mid Day,Inbound,367.36,239.32,65.00,4/9/2013 0:00:00,New York,Interstate
111,1,3 - Mid Day,Outbound,0.00,0.00,0.00,4/9/2013 0:00:00,New York,Interstate
111,1,4 - PM Peak,Inbound,541.77,753.35,139.00,4/9/2013 0:00:00,New York,Interstate
111,1,4 - PM Peak,Outbound,0.00,0.00,0.00,4/9/2013 0:00:00,New York,Interstate
111,1,5 - Evening,Inbound,144.72,306.00,211.00,4/9/2013 0:00:00,New York,Interstate
111,2,2 - AM Peak,Outbound,178.11,358.28,201.00,4/9/2013 0:00:00,Hudson,Interstate
111,2,3 - Mid Day,Inbound,653.09,184.52,28.00,4/9/2013 0:00:00,Hudson,Interstate
111,2,3 - Mid Day,Outbound,178.11,646.91,363.00,4/9/2013 0:00:00,Hudson,Interstate
111,2,4 - PM Peak,Inbound,697.62,542.40,78.00,4/9/2013 0:00:00,Hudson,Interstate
111,2,4 - PM Peak,Outbound,29.68,21.20,71.00,4/9/2013 0:00:00,Hudson,Interstate
111,2,5 - Evening,Inbound,300.57,217.45,72.00,4/9/2013 0:00:00,Hudson,Interstate
111,5,2 - AM Peak,Outbound,1009.33,756.17,75.00,4/9/2013 0:00:00,Union,Interstate
111,5,3 - Mid Day,Inbound,51.95,131.57,253.00,4/9/2013 0:00:00,Union,Interstate
111,5,3 - Mid Day,Outbound,708.76,663.79,94.00,4/9/2013 0:00:00,Union,Interstate
111,5,4 - PM Peak,Inbound,129.87,412.70,318.00,4/9/2013 0:00:00,Union,Interstate
111,5,4 - PM Peak,Outbound,122.45,21.54,18.00,4/9/2013 0:00:00,Union,Interstate
111,5,5 - Evening,Inbound,77.92,166.35,213.00,4/9/2013 0:00:00,Union,Interstate
1,1,1 - Early AM,Inbound,162.74,199.23,122.00,4/8/2013 0:00:00,Essex,Local
1,1,1 - Early AM,Outbound,169.82,28.38,17.00,4/8/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Inbound,608.53,931.02,153.00,4/8/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Outbound,636.83,277.91,44.00,4/8/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Inbound,594.38,994.12,167.00,4/8/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Outbound,658.06,563.33,86.00,4/8/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Inbound,443.42,346.11,78.00,4/8/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Outbound,530.69,377.00,71.00,4/8/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,198.12,215.16,109.00,4/8/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,233.50,141.72,61.00,4/8/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,820.81,412.80,50.00,4/8/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,573.15,222.72,39.00,4/8/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Inbound,3302.11,1940.56,59.00,4/8/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Outbound,3351.64,1458.10,44.00,4/8/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Inbound,3358.72,1942.82,58.00,4/8/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Outbound,2877.55,2186.84,76.00,4/8/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Inbound,1643.98,864.65,53.00,4/8/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Outbound,2261.95,1512.37,67.00,4/8/2013 0:00:00,Essex,Local
1,2,5 - Evening,Inbound,705.23,431.36,61.00,4/8/2013 0:00:00,Essex,Local
1,2,5 - Evening,Outbound,698.16,617.46,88.00,4/8/2013 0:00:00,Essex,Local
1,3,1 - Early AM,Inbound,271.24,76.21,28.00,4/8/2013 0:00:00,Hudson,Local
1,3,1 - Early AM,Outbound,127.36,109.18,86.00,4/8/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Inbound,735.90,395.58,54.00,4/8/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Outbound,483.52,452.04,93.00,4/8/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Inbound,740.61,229.96,31.00,4/8/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Outbound,467.01,317.21,68.00,4/8/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Inbound,261.81,136.54,52.00,4/8/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Outbound,342.00,346.94,101.00,4/8/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Inbound,160.38,48.25,30.00,4/8/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Outbound,127.36,123.87,97.00,4/8/2013 0:00:00,Hudson,Local
1,1,1 - Early AM,Inbound,146.23,158.31,108.00,4/9/2013 0:00:00,Essex,Local
1,1,1 - Early AM,Outbound,169.82,16.40,10.00,4/9/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Inbound,561.35,941.03,168.00,4/9/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Outbound,658.06,480.96,73.00,4/9/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Inbound,573.15,770.32,134.00,4/9/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Outbound,721.74,608.17,84.00,4/9/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Inbound,443.42,343.28,77.00,4/9/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Outbound,509.46,338.94,67.00,4/9/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,181.61,230.32,127.00,4/9/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,223.48,88.00,4/9/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,707.59,361.42,51.00,4/9/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,559.00,199.89,36.00,4/9/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Inbound,3205.41,1952.66,61.00,4/9/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Outbound,3445.99,1388.50,40.00,4/9/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Inbound,3311.55,2108.51,64.00,4/9/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Outbound,3162.95,2448.58,77.00,4/9/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Inbound,1643.98,713.17,43.00,4/9/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Outbound,2162.88,1276.20,59.00,4/9/2013 0:00:00,Essex,Local
1,2,5 - Evening,Inbound,646.27,454.30,70.00,4/9/2013 0:00:00,Essex,Local
1,2,5 - Evening,Outbound,778.35,579.61,74.00,4/9/2013 0:00:00,Essex,Local
1,3,1 - Early AM,Inbound,271.24,125.04,46.00,4/9/2013 0:00:00,Hudson,Local
1,3,1 - Early AM,Outbound,108.49,112.76,104.00,4/9/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Inbound,735.90,330.16,45.00,4/9/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Outbound,500.03,523.13,105.00,4/9/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Inbound,740.61,239.13,32.00,4/9/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Outbound,525.98,350.38,67.00,4/9/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Inbound,261.81,83.47,32.00,4/9/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Outbound,290.11,281.10,97.00,4/9/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Inbound,160.38,62.64,39.00,4/9/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Outbound,162.74,184.06,113.00,4/9/2013 0:00:00,Hudson,Local
1,1,1 - Early AM,Inbound,179.25,139.23,78.00,4/11/2013 0:00:00,Essex,Local
1,1,1 - Early AM,Outbound,191.05,25.56,13.00,4/11/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Inbound,608.53,806.43,133.00,4/11/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Outbound,636.83,259.03,41.00,4/11/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Inbound,573.15,873.98,152.00,4/11/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Outbound,721.74,551.95,76.00,4/11/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Inbound,422.19,493.82,117.00,4/11/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Outbound,530.69,413.16,78.00,4/11/2013 0:00:00,Essex,Local
1,1,1 - Early AM,Inbound,179.25,144.02,80.00,4/10/2013 0:00:00,Essex,Local
1,1,1 - Early AM,Outbound,191.05,24.64,13.00,4/10/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Inbound,608.53,1009.46,166.00,4/10/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Outbound,658.06,296.32,45.00,4/10/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Inbound,551.92,904.88,164.00,4/10/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Outbound,721.74,452.73,63.00,4/10/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Inbound,443.42,299.92,68.00,4/10/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Outbound,509.46,385.60,76.00,4/10/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,165.10,151.57,92.00,4/10/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,171.28,67.00,4/10/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,429.49,48.00,4/10/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,639.19,239.38,37.00,4/10/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Inbound,3361.08,1668.44,50.00,4/10/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Outbound,3552.13,1442.41,41.00,4/10/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Inbound,3186.54,2044.89,64.00,4/10/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Outbound,3162.95,2397.99,76.00,4/10/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Inbound,1608.60,707.32,44.00,4/10/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Outbound,2188.83,1437.34,66.00,4/10/2013 0:00:00,Essex,Local
1,2,5 - Evening,Inbound,575.51,338.08,59.00,4/10/2013 0:00:00,Essex,Local
1,2,5 - Evening,Outbound,757.12,481.40,64.00,4/10/2013 0:00:00,Essex,Local
1,3,1 - Early AM,Inbound,299.54,106.85,36.00,4/10/2013 0:00:00,Hudson,Local
1,3,1 - Early AM,Outbound,127.36,116.34,91.00,4/10/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Inbound,735.90,341.35,46.00,4/10/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Outbound,495.31,399.60,81.00,4/10/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Inbound,702.87,226.31,32.00,4/10/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Outbound,525.98,481.81,92.00,4/10/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Inbound,212.27,97.89,46.00,4/10/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Outbound,342.00,336.84,98.00,4/10/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Inbound,132.08,42.40,32.00,4/10/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Outbound,127.36,143.62,113.00,4/10/2013 0:00:00,Hudson,Local
1,1,5 - Evening,Inbound,181.61,154.00,85.00,4/11/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,170.08,67.00,4/11/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,891.57,432.90,49.00,4/11/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Outbound,639.19,233.01,36.00,4/11/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Inbound,3436.56,2225.87,65.00,4/11/2013 0:00:00,Essex,Local
1,2,2 - AM Peak,Outbound,3512.03,1467.09,42.00,4/11/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Inbound,3205.41,1813.53,57.00,4/11/2013 0:00:00,Essex,Local
1,2,3 - Mid Day,Outbound,3162.95,2315.03,73.00,4/11/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Inbound,1563.78,623.06,40.00,4/11/2013 0:00:00,Essex,Local
1,2,4 - PM Peak,Outbound,2261.95,1435.75,63.00,4/11/2013 0:00:00,Essex,Local
1,2,5 - Evening,Inbound,646.27,369.36,57.00,4/11/2013 0:00:00,Essex,Local
1,2,5 - Evening,Outbound,757.12,557.57,74.00,4/11/2013 0:00:00,Essex,Local
1,3,1 - Early AM,Inbound,299.54,106.77,36.00,4/11/2013 0:00:00,Hudson,Local
1,3,1 - Early AM,Outbound,127.36,115.73,91.00,4/11/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Inbound,735.90,345.13,47.00,4/11/2013 0:00:00,Hudson,Local
1,3,2 - AM Peak,Outbound,495.31,455.12,92.00,4/11/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Inbound,698.16,223.23,32.00,4/11/2013 0:00:00,Hudson,Local
1,3,3 - Mid Day,Outbound,525.98,413.94,79.00,4/11/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Inbound,261.81,79.93,31.00,4/11/2013 0:00:00,Hudson,Local
1,3,4 - PM Peak,Outbound,342.00,341.00,100.00,4/11/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Inbound,160.38,54.40,34.00,4/11/2013 0:00:00,Hudson,Local
1,3,5 - Evening,Outbound,127.36,146.07,115.00,4/11/2013 0:00:00,Hudson,Local
111,1,2 - AM Peak,Outbound,0.00,0.00,0.00,4/10/2013 0:00:00,New York,Interstate
111,1,3 - Mid Day,Inbound,471.27,244.31,52.00,4/10/2013 0:00:00,New York,Interstate
111,1,3 - Mid Day,Outbound,0.00,0.00,0.00,4/10/2013 0:00:00,New York,Interstate
111,1,4 - PM Peak,Inbound,541.77,258.56,48.00,4/10/2013 0:00:00,New York,Interstate
111,1,4 - PM Peak,Outbound,0.00,0.00,0.00,4/10/2013 0:00:00,New York,Interstate
111,1,5 - Evening,Inbound,144.72,239.41,165.00,4/10/2013 0:00:00,New York,Interstate
111,2,2 - AM Peak,Outbound,178.11,391.87,220.00,4/10/2013 0:00:00,Hudson,Interstate
111,2,3 - Mid Day,Inbound,890.59,198.78,22.00,4/10/2013 0:00:00,Hudson,Interstate
111,2,3 - Mid Day,Outbound,237.49,754.67,318.00,4/10/2013 0:00:00,Hudson,Interstate
111,2,4 - PM Peak,Inbound,697.62,238.57,34.00,4/10/2013 0:00:00,Hudson,Interstate
111,2,4 - PM Peak,Outbound,29.68,28.23,95.00,4/10/2013 0:00:00,Hudson,Interstate
111,2,5 - Evening,Inbound,300.57,172.39,57.00,4/10/2013 0:00:00,Hudson,Interstate
111,5,2 - AM Peak,Outbound,1009.33,645.11,64.00,4/10/2013 0:00:00,Union,Interstate
111,5,3 - Mid Day,Inbound,103.90,144.27,139.00,4/10/2013 0:00:00,Union,Interstate
111,5,3 - Mid Day,Outbound,953.67,784.90,82.00,4/10/2013 0:00:00,Union,Interstate
111,5,4 - PM Peak,Inbound,129.87,239.13,184.00,4/10/2013 0:00:00,Union,Interstate
111,5,4 - PM Peak,Outbound,122.45,28.97,24.00,4/10/2013 0:00:00,Union,Interstate
111,5,5 - Evening,Inbound,77.92,132.14,170.00,4/10/2013 0:00:00,Union,Interstate
1,1,1 - Early AM,Inbound,141.51,104.73,74.00,4/12/2013 0:00:00,Essex,Local
1,1,1 - Early AM,Outbound,191.05,16.57,9.00,4/12/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Inbound,544.84,637.00,117.00,4/12/2013 0:00:00,Essex,Local
1,1,2 - AM Peak,Outbound,573.15,212.98,37.00,4/12/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Inbound,488.24,651.80,134.00,4/12/2013 0:00:00,Essex,Local
1,1,3 - Mid Day,Outbound,700.52,562.34,80.00,4/12/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Inbound,422.19,292.82,69.00,4/12/2013 0:00:00,Essex,Local
1,1,4 - PM Peak,Outbound,488.24,188.38,39.00,4/12/2013 0:00:00,Essex,Local
1,1,5 - Evening,Inbound,165.10,173.79,105.00,4/12/2013 0:00:00,Essex,Local
1,1,5 - Evening,Outbound,254.73,144.24,57.00,4/12/2013 0:00:00,Essex,Local
1,2,1 - Early AM,Inbound,759.48,300.94,40.00,4/12/2013 0:00:00,Essex,Local
